product_id,product_title,rating,total_reviews,price,top_reviews
MOBHERXKZCGAA4QC,"realme P4 Pro 5G (Birch Wood, 128 GB)",4.4,"1,812","₹26,999","Realme P4 Pro 5g Midnight Ivy 256 Gb Reviews: Latest Review of Realme P4 Pro 5g Midnight Ivy 256 Gb | Price in India | Flipkart.com || Its a nice Phone around 20K, Got it under 22K 8GB and 256GB variante.
Main Camera is ok at the price point not very good not bad, but the secondary 8 MP ultrawide angle camera is worst they should hav..."
